helpful,funny,Community_award,Recommend_flag,play_time,posted,Review_content,geme_nums,after_comment
232,53,0,1,649.7," June 29, 2019",['Pretty toxic. Play with caution. Only with friends :P'],210,0
51,33,1,1,221," July 3, 2021",['Everyone gangsta until beyblades ruin the game'],15,4
478,149,0,1,4815," August 17, 2014",['will never get a rank up. 10/10'],1,11
795,497,0,1,975," August 15, 2014","['Best chicken chasing simulator of 2014', '  keystone light', '5', '239 people found this review helpful', '55 people found this review funny 0', 'Recommended', '1,340.6 hrs on record', 'Posted: December 21, 2018', 'CSGO FREE = RIP']",12,0
105,4,4,1,11.2," March 2, 2022","['CS:GO Is a Good game it just needs a new anticheat.', '  Emil | Sussy', '1 product in account', '0', '121 people found this review helpful', '41 people found this review funny 19', 'Recommended', '13,259.2 hrs on record', 'Posted: July 27, 2020', 'Very good would recommend to anyone who likes First Person Shooter games.']",13,0
95,155,0,1,2943.1," April 10, 2016","['Things I gave to CSGO:', '1) Time', '2) Money', '3) My patience', 'Things CSGO gave me:', '1) Cancer', '2) Knowledge of rude words from all different countries (mostly eastern Europe)', '3) Money that I could use only on my Steam account.', '9/10 people are ready for CSGO']",1112,2
1676,420,7,0,3719.9," September 17, 2017","[""I'm tired of the community,"", ""I'm tired of the cases,"", ""I'm tired of the opportunity,"", 'Valve can give but just sh!t on our faces,', ""I'm tired of the smurfs,"", ""I'm tired of the cheaters,"", ""I'm tired of the nerfs,"", 'That benefit the beaters,', ""I'm tired of the derank,"", ""I'm tired of the rage,"", ""I'm tired of the bank,"", 'For giving money to the underaged,', ""I'm tired of looking back into the past and seeing the good old days of what counter strike was really about. But my heart is broken, and covered in a drought"", '4/10 - ♥♥♥♥ this game, I quit', '- Vyrin.']",1,143
956,2452,6,1,3142.4," September 1, 2015","['The beautiful logic of cases.', 'Search on Youtube ""CSGO knife unboxing"".', 'Get yourself hyped about the videos you see.', 'Try yourself.', ""Get 1 purple and 99 blues, get hyped over the 1 purple by claiming it's a sign."", 'Re-charge credit card, bank says no money left on account.', '10/10 would rob the bank again.']",1,24
55,22,12,1,22669.6," December 12, 2019",['yes'],1,0
375,59,0,1,1173.2," August 30, 2018","['hahaha best pc game. tiemmates have screen off, every game is 1v9, very smart people play this game, hahaha i love skin on gun.']",615,17
126,112,0,1,164.7," January 23, 2017","['Russian Speaking Simulator 2017', '  Em77r | pvpro.com', '7', '195 people found this review helpful', '34 people found this review funny 4', 'Recommended', '196.7 hrs on record', 'Posted: June 20, 2021', 'Full of cheaters']",1,0
641,80,23,1,323," March 2, 2021","['better than valorant', '  KAHBIB #1', '0', '1,922 people found this review helpful', '5,022 people found this review funny 8', 'Recommended', '701.3 hrs on record', 'Posted: November 19, 2015', 'CS:GO is like Roulette, funny until it gets russian', '  lucky ♣', '369 products in account', '44', '283 people found this review helpful', '339 people found this review funny 52', 'Recommended', '83.1 hrs on record', 'Posted: October 4, 2020', '⢸⠉⠉⠉⠉⠉⠉⠉⠉⠉⠉⠉⠉⠉⡷⡄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀', '⢸⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⡇⠢⣀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀', '⢸⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⡇⠀⠀⠈⠑⢦⡀⠀⠀⠀⠀⠀Are you winning son?', '⢸⠀⠀⠀⠀⢀⠖⠒⠒⠒⢤⠀⠀⠀⠀⠀⡇⠀⠀⠀⠀⠀⠙⢦⡀⠀⠀⠀⠀', '⢸⠀⠀⣀⢤⣼⣀⡠⠤⠤⠼⠤⡄⠀⠀⡇⠀⠀⠀⠀⠀⠀⠀⠙⢄⠀⠀⠀⠀', '⢸⠀⠀⠑⡤⠤⡒⠒⠒⡊⠙⡏⠀⢀⠀⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠑⠢⡄⠀', '⢸⠀⠀⠀⠇⠀⣀⣀⣀⣀⢀⠧⠟⠁⠀⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⡇⠀', '⢸⠀⠀⠀⠸⣀⠀⠀⠈⢉⠟⠓⠀⠀⠀⠀⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸', '⢸⠀⠀⠀⠀⠈⢱⡖⠋⠁⠀⠀⠀⠀⠀⠀⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸', '⢸⠀⠀⠀⠀⣠⢺⠧⢄⣀⠀⠀⣀⣀⠀⠀⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸', '⢸⠀⠀⠀⣠⠃⢸⠀⠀⠈⠉⡽⠿⠯⡆⠀⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸', '⢸⠀⠀⣰⠁⠀⢸⠀⠀⠀⠀⠉⠉⠉⠀⠀⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸', '⢸⠀⠀⠣⠀⠀⢸⢄⠀⠀⠀⠀⠀⠀⠀⠀⠀⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸', '⢸⠀⠀⠀⠀⠀⢸⠀⢇⠀⠀⠀⠀⠀⠀⠀⠀⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸', '⢸⠀⠀⠀⠀⠀⡌⠀⠈⡆⠀⠀⠀⠀⠀⠀⠀⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸', '⢸⠀⠀⠀⠀⢠⠃⠀⠀⡇⠀⠀⠀⠀⠀⠀⠀⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸', '⢸⠀⠀⠀⠀⢸⠀⠀⠀⠁⠀⠀⠀⠀⠀⠀⠀⠷']",1,11
254,161,0,1,485.7," September 5, 2019","['---{Graphics}---', '☐ You forget what reality is', '☐ Beautiful', '☒ Good', '☐ Decent', '☐ Bad', '☐ Don‘t look', '☐ Paint.exe', '---{Gameplay}---', '☐ Very good', '☒ Good', '☐ Simple', '☐ yuck', '☐ Just don‘t', '---{Audio}---', '☐ Eargasm', '☒ Very good', '☐ Good', '☐ Not too bad', '☐ Bad', '☐ Earrape', '---{Audience}---', '☐ Kids', '☐ Teens', '☐ Adults', '☒ Human', '☐ Lizards', '---{PC Requirements}---', '☐ Paint.exe', '☐ Potato', '☒ Decent', '☐ Fast', '☐ Rich', '☐ NASA PC', '---{Difficulity}---', '☐ just press any key', '☐ Easy', '☒ Significant brain usage', '☐ Difficult', '☐ Dark Souls', '---{Story}---', '☒ Story?', '☐ Text or Audio', '☐ Average', '☐ Good', '☐ Lovely', '☐ It‘ll replace your life', '---{Game Time}---', '☐ A cup of coffee', '☐ Short', '☐ Average', '☐ Long', '☒ To infinity and beyond', '---{Price}---', '☐ It’s free!', '☒ Worth the price', '☐ 75%', '☐ 50/50', '☐ Not recommended', '☐ burn your money', '---{Bugs}---', '☐ Never heard of', '☒ Minor bugs', '☐ Can get annoying', '☐ ARK: Survival Evolved', '☐ The game is a big bug']",14,0
63,22,0,1,828.3," February 3, 2016","['Apart from being primarily a game, made for entertainment and competitive purposes, CS:GO is also a powerful personal development tool. Aside from (arguably) improving reaction times and hand-eye coordination, it teaches valuable life lessons, including the following:', '- It teaches you not to pay attention to other people\'s insults opinions. ""Dude, you are so bad that last night your mom told me you were a mistake.""', '- It teaches to keep your cool in high stress situations, when you have such an adrenaline rush that it seems to be leaking through your pores.', '- It improves your judgment, decision-making and learning process, because the game gives you immediate feedback for any of your actions or inactions. ""Welp, shouldn\'t have peeked against that guy in the middle.""', '- It teaches you to take responsibility. In most game situations, you can only blame yourself when things go wrong.', ""- It teaches you to enjoy the game, even if you aren't winning. You can't win in life, you can only ease suffering and have a good time once in a while."", 'Of course, as you could probably notice when interacting with your fellow community members, none of this will happen on its own--unless one pays conscious attention to the situations in the game and the feelings they elicit.']",806,8
280,683,0,1,3965.6," August 22, 2015","['Hello and welcome, new player.', 'Allow me to reveal some of the likely outcomes of you purchasing this game:', ""The 'Cannon Fodder' (40% of all players) - Never really good enough to make it past Nova 3, constantly flaming, talking ♥♥♥♥♥, changing their names and pictures to things increasingly racist, blaming hackers, smurfs, lag and weapon choice of oponents for just what is a mixture of adderall exhausted reflexes and having a shi tty gaming rig from 2002, frame dropping on source games."", ""Can be easily identified by it's trademark defence mechanism, when being called out for being bad the Cannon Fodder will attempt to convince it's team it has been 'Trolling' all along."", 'Habitat: Dust2', ""The 'Enthusiasts' (30% of all players) - A wide range of Skillsets from Nova Master to around Legendary Eagle, these players can perform consistantly and at least show a basic level of human decency, most of them will give an unenthusastic hand job for $2.49USD because they feel they are 'due for a knife' or because 'my friend told me he had a feeling' Will one day be doing unspreakable things for a japenese businessman on a glass coffee table to pay off gambling debts that can be traced directly back to a greedy cu nt and his case racket."", 'Habitat: Dust2, Nuke, Mirage, Cache', ""The 'C unts' (15% of all players) - A curious breed, come in two distinct flavours 'Hacker' and i mean legit hacker, not hacker because he saw your shadow in bedroom on dust2 and prefired you, you ♥♥♥ king mook, These are players who either used to or almost fit into the 'Enthusiast Category' and were turned into soulless, spineless dic kbags who cannot win on skill or merit. The other flavour, less cancerous but just as annoying 'Smurfs' people who play at levels far beneath there skill to boost their friends, ruin other peoples day for the joy of being a cu nt or to boost their dwindling ego that is one Sylvia Plath poem away from a stomach full of painkillers in the bathtub."", 'Habitat: Dust2, Nuke, Mirage, Cache, Train, Overpass, Inferno, Cobblestone, Office, Assault, Any Operation Maps', ""The 'Pros' (15% of all players) - Professional Esports player OR someone who has played enough CS (usually in excess of 5000 hours - 30 weeks to us humans) to get to a level where they know every smoke, every flash, every angle, every strat on every map and to you i say kudos, kudos on mastering a video game to the point you know it as well as your mothers disappointed face when she looks at you knowing that while normal people are studying, working or contributing to society in someway, you were hunched over your keyboard for the 7th straight hour of the day, mouth breathing in pleasure as that voice says 'Counter Terrorists Win'"", 'Habitat: Mothers basement', '11/10 would play again.', '  Hoosier Daddy', '21', '110 people found this review helpful', '48 people found this review funny 0', 'Recommended', '3,891.0 hrs on record', 'Posted: May 16, 2015', 'Good', '2016 Edit: Still good', '2019 Edit: :)']",235,4
216,43,1,1,40," April 4, 2020","[""If you prime it 's ok but if you non-prime, you have a lot cheater!""]",1,0
216,134,0,1,31.8," July 19, 2018","['---{Graphics}---', '☐ Masterpiece', '☐ Beautiful', '☑ Good', '☐ Decent', '☐ Will do', '☐ Bad', '☐ Awful', '---{Gameplay}---', '☐ Try not to get addicted', '☑ Very good', '☐ Good', '☐ Nothing special', '☐ Ehh', '☐ Bad', '☐ Awful', '---{Audio}---', '☐ Eargasm', '☐ Very good', '☐ Good', '☑ Decent', '☐ Not too bad', '☐ Bad', '☐ Earrape', '---{Audience}---', '☐ 0+', '☐ 3+', '☐ 7+', '☑ 12+', '☐ 16+', '☐ 18+', '☐ 21+', '---{PC Requirements}---', '☐ Check if you can run the calculator', '☐ Potato', '☑ Minimum', '☐ Decent', '☐ Fast', '☐ Rich boy', '☐ Ask NASA if they have a spare computer', '---{Difficulity}---', '☐ Just press some buttons', '☐ Easy', '☐ Significant brain usage', '☑ Easy to learn / Hard to master', '☐ Not so easy', '☐ Difficult', '☐ Dark Souls', '  Joe Mama', '0', '7,445 people found this review helpful', '10,640 people found this review funny 12', 'Recommended', '516.3 hrs on record', 'Posted: December 5, 2014', 'This game is:', '10% luck', '20% skill', '15% concentrated power of will', '5% pleasure', '50% pain', 'and 100% reason to purchase this game']",1,208
53,14,5,1,4941," December 19, 2014",['a'],182,0
119,10,1,0,1145.2," August 28, 2017",['ㅤ'],396,1
0,0,0,1,1879.6," March 30, 2018","['odeio essa merda', '  Esquilo Negão', '54 products in account', '64', '124 people found this review helpful', '13 people found this review funny 0', 'Recommended', '1,168.8 hrs on record', 'Posted: January 21, 2020', 'love this game, sometimes people can be annoying and cheat but most of the time this game is really fun and you can always hop on to have a good time with mates.', '  ✪ Shroud', '10 products in account', '7', '43 people found this review helpful', '8 people found this review funny 0', 'Recommended', '15,042.8 hrs on record', 'Posted: May 8, 2016', 'Major is coming!']",77,1
2963,566,0,0,15739.7," November 2, 2018","['HACKERS EVERY GAME, VALVE DOESNT CARE AT ALL, GAME IS IN A TERRIBLE STATE, almost everyone has cheats installed and they start cheating when they lose!']",102,286
44,12,0,1,583.2," June 10, 2016","[""it's ok"", '  eat my shit', '6', '539 people found this review helpful', '5 people found this review funny 0', 'Recommended', '1,613.1 hrs on record', 'Posted: May 18, 2014', ""Don't try to win. You'll lose."", ""Try to lose. You'll win."", '10/10 Matchmaking']",210,9
0,0,0,1,390.8," December 6, 2018",['ok'],1,0
91,6,0,1,1121," November 22, 2019",['bring cobble back'],313,0
262,47,0,1,1920.9," October 31, 2019","['Product received for free', 'good but too many cheater in it']",36,16
160,34,11,1,1554.4," June 29, 2021","['- - -(Audience: ) - - -', '☐ Your Mom probably would enjoy this', '☑ (Racist) Kids', '☐ Everyone', '☑ Everyone except kids', '☑ Casual players', '☑ Pro players', '☑ People who plan to take one game and make it their life', '- - - ( Graphics/Animation: ) - - -', '☐ I want to poor bleach in my eyes', '☐ MS-DOS', '☐ Bad, but playable.', '☑ Decent', '☐ Good', '☐ Beautiful', '☐ You forget what reality is', '☑ Free', '☑ Buy now', '☑ Worth the price', '☐ Wait for sale', '☐ Maybe if you have some spare money left', '☐ Do not buy it', '☐ Do not throw money into a trash can', '☐ Check if you can run paint', ""☐ 90's PC"", '☑ Minimum', '☐ Medium', '☐ High end', '☐ NASA computer', '☐ You just need 2 arms', '☐ Easy', '☑ Easy to learn / Hard to master', '☑ Average (Depends on the difficulty set)', '☐ Significant brain usage', '☐ Dark Souls', '☐ Only the best of the best can complete this game', '☐ Nothing', '☑ Only if you care about leaderboards/ranks', ""☐ Isn't necessary to progress"", '☐ Average grind level', '☐ A bit grindy...sometimes', '☐ Go back to the last village and shoot some more scarecrows', '☐ Practically a full time job', ""☑ Only gameplay, doesn't include a story."", '☐ There is a story, but most of the game is focused on gameplay.', '☐ Better than nothing I suppose...', '☐ Average.', '☐ Decent.', '☐ Amazing!', '☐ It‘ll replace your life', '☐ Game itself is one big BUG', '☐ Ark: Survival Evolved', '☐ Lot of bugs (Can get annoying)', '☑ Few Bugs', '☐ You can use them for speedrun', ""☐ Nothing (I've seen)"", '☐ Long enough for a cup of tea', '☐ Short', '☐ Not too short', '☑ Depends on you', '☐ Long', '☐ Very Long', '☐ Endless', '☐ One long, tedious grind', '☐ Better than mobile', '☐ Fun at first, but gets old quick', '☑ Consistently fun', ""☑ Can't stop playing, even though I should be finished"", ""Well, it's Counter Strike. Everybody knows the game. The chase for the Global Elite. Spending all your savings on skins. To be honest, the game would only be 50% fun without the skins.""]",331,7
185,59,7,1,1019," December 1, 2021",['I hit 1k hours am I cool now ? :Toxic: Great game without hackers.'],586,20
187,74,5,1,4.6," February 3, 2022","[""Help! I've swallowed a battery!"", '  Sledge God', '11', '142 people found this review helpful', '29 people found this review funny 1', 'Recommended', '2,202.3 hrs on record', 'Posted: July 2, 2018', 'Ahh...', ""CSGO, i know i know what u think when csgo pop ups <HACKERS>, yeah i hate them too, and yeah it is to be known that csgo has one of the most toxic gaming communities and now the player numbers are reducing too, lot of reasons like (fortnite) i did not say that name. But u know what, we have to become a better version of ourselves and don't blame valve for everything i know that they are not trying very hard but u know u and us together we can grow this community more. If u know ur friend is hacker UN-friend him off-course its your choice to do so and yeah reporting works too. And if u r a HACKER AND READING THIS then man!!! go and hack pubg and fortnite bruh!! those games are kind of open world and 99 people to kill im sure you'll have more fun or just play vice city type panzer and go berserk."", ""So, as to increase the community, please guys don't be toxic, if you play well do not think that everyone will play like you. People have problems like PC, internet or equipment issues. And yeah if you are determined to win then go to competitive MM with known people, create a team, i know it isn't easy but you'll find people. But please in case u want only to have fun or only to win then for god's sake don't play solo queue and ruin other people experience. If you r solo queuing than try to adapt to the team. And as a solo queue person you should be able to do it. And most important don't get angry on new people just try to give them directions not everyone who play csgo want to go pro most of the community people want to have a good time with friends and win."", 'And about recommending the game, I highly recommend it. And, if anyone from valve reading this please remove the 7-day trading ban, make it 2-day.', ""Keep hitting the M1 Gamerzzzzzzz, i'll be back with another review."", '-Shant_X out']",230,12
385,31,17,1,240.5, May 25,"['Got a cat here. Friends passing by can touch her and click Like to pet her once.', '＿＿', '／＞\u3000\u3000フ', '| \u3000_\u3000 _ l', '／` ミ＿xノ', '/\u3000\u3000\u3000 \u3000 |', '/\u3000 ヽ\u3000\u3000 ﾉ', '│\u3000\u3000|\u3000|\u3000|', '／￣|\u3000\u3000 |\u3000|\u3000|', '| (￣ヽ＿_ヽ_)__)', '二つ', '  Прокурор Яйцепек', '24 products in account', '16', '70 people found this review helpful', '16 people found this review funny 1', 'Recommended', '2,256.9 hrs on record', 'Posted: January 10, 2022', 'Kurwa game']",64,0
123,14,0,1,2737.7," December 30, 2017","[""This is fun when you don't get hackers and smurfs""]",1,6
219,22,0,1,1078," March 22, 2018","['I am JokemL, and I am a CS:GO player. I have played 3000+ hours, over multiple accounts. I have now decided to write a ""little"" review.', 'I cannot remember that much from when I first got the game, but it went something like this:', 'Play one game-quit-next day-play one game-quit, and that went on for a little while.', 'Now that I am a little older and know the game better then I did just 6-7 years ago, I can tell you what I like and dislike about this game.', 'Starting with what I like about this game:', 'I like that there is a solid community around the game, though there is alot of scammers/hackers/others, but there is always someone kind just around the corner.', 'When I started playing CS I liked the pistols on CT cause I felt like I was in the police force. I also liked the AWP and the Ak-47 cause of the insane damage I got with it. I did not really use the other guns, but other people played better with it.', 'The game felt really good at the start and I was ready to become a pro. Getting a rank was not a big deal for me at the time, only playing Deathmatch or Gun Game most of the time. I cannot even remember my first ever rank.', 'My tips to new players: Do not care about what rank you get. Start by having fun and playing on your own level.', 'After watching a lot of videos on how to get better and improve this and that, I started playing more seriously. Changing my settings to what the pros had, Using other crosshairs, viewmodels and such. I started playing better and doing better on the scoreboard.', 'I started warming up everyday to keep me on the level I was. Playing with friends that have good game sence and microphones, and having good communication was the key to a better experience and a happy rankup.', 'Youtubers that posts tips and tricks:', 'And there is a lot more people that posts tips and tricks.', 'What I dislike about the game:', ""Starting with Hackers. There is always going to be some kind of cheaters in CS and that it's hard for valve to ban them all, but I think they could do better."", 'The amount of hackers I meet on a daily bases is just insane, example wingman. In wingman there is atleast one hacker in 1-3 matches, and I have reported so many of them and up to 20% of they have been banned but up to 80% of they still allowed to play on valve secured servers. This is a problem.', 'Toxic. You may have heard the word toxic before, you may even be toxic. There is alot of players that are toxic, saying bad words to you, been hateful towards you, telling you that you are bad and things like that.', 'This is a problem that will never be solved, just because of how many plays the game and how many people that gets mad if someone is bad or you losing a game.', 'Toxic players is hard to deal with and you have to either mute him or just try to talk to him in a normal way.', 'Scammers. Scammers is also a thing that ruins the game for most people.', 'To lose alot of money because of a scammer is not the most fun thing on this planet.', 'it has happened to me aswell, loseing over $200 cause of a scam is not fun at all.', ""Thats why you always should double check every trade you do. (Don't trust people over the internet)"", 'I love operations, but it takes so long before the next operation, so we just sit and wait for over 1 year...', 'This is something that makes me a little angry. CS is the same over and over again and that is not a bad thing, but we would love to sit back and relax with a operation.', 'Overall I like this game and I think you would like it aswell.', 'Thanks. Signed JokemL']",197,24
78,102,7,1,1070.4," August 27, 2022","['Great game to spend your evening hours with nice, positive, supportive teammates. Its like zen garden: calm your soul and free your mind. Can only recommend for everyone to try, it will make you a better person']",164,9
1448,622,0,1,886.6," August 21, 2014","['competitive', '4 wild russians appear', 'CYKA BLYAT', 'GeT_KiCkEd for not being russian', '5/5']",1,19
129,27,0,0,2489.1," February 23, 2020","['Changed my opinion on this game', '⣿⣿⣿⣿⣿⣿⣿⣿⡿⠿⠛⠛⠛⠋⠉⠈⠉⠉⠉⠉⠛⠻⢿⣿⣿⣿⣿⣿⣿⣿', '⣿⣿⣿⣿⣿⡿⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠛⢿⣿⣿⣿⣿', '⣿⣿⣿⣿⡏⣀⠀⠀⠀⠀⠀⠀⠀⣀⣤⣤⣤⣄⡀⠀⠀⠀⠀⠀⠀⠀⠙⢿⣿⣿', '⣿⣿⣿⢏⣴⣿⣷⠀⠀⠀⠀⠀⢾⣿⣿⣿⣿⣿⣿⡆⠀⠀⠀⠀⠀⠀⠀⠈⣿⣿', '⣿⣿⣟⣾⣿⡟⠁⠀⠀⠀⠀⠀⢀⣾⣿⣿⣿⣿⣿⣷⢢⠀⠀⠀⠀⠀⠀⠀⢸⣿', '⣿⣿⣿⣿⣟⠀⡴⠄⠀⠀⠀⠀⠀⠀⠙⠻⣿⣿⣿⣿⣷⣄⠀⠀⠀⠀⠀⠀⠀⣿', '⣿⣿⣿⠟⠻⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠶⢴⣿⣿⣿⣿⣿⣧⠀⠀⠀⠀⠀⠀⣿', '⣿⣁⡀⠀⠀⢰⢠⣦⠀⠀⠀⠀⠀⠀⠀⠀⢀⣼⣿⣿⣿⣿⣿⡄⠀⣴⣶⣿⡄⣿', '⣿⡋⠀⠀⠀⠎⢸⣿⡆⠀⠀⠀⠀⠀⠀⣴⣿⣿⣿⣿⣿⣿⣿⠗⢘⣿⣟⠛⠿⣼', '⣿⣿⠋⢀⡌⢰⣿⡿⢿⡀⠀⠀⠀⠀⠀⠙⠿⣿⣿⣿⣿⣿⡇⠀⢸⣿⣿⣧⢀⣼', '⣿⣿⣷⢻⠄⠘⠛⠋⠛⠃⠀⠀⠀⠀⠀⢿⣧⠈⠉⠙⠛⠋⠀⠀⠀⣿⣿⣿⣿⣿', '⣿⣿⣧⠀⠈⢸⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠟⠀⠀⠀⠀⢀⢃⠀⠀⢸⣿⣿⣿⣿', '⣿⣿⡿⠀⠴⢗⣠⣤⣴⡶⠶⠖⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⡸⠀⣿⣿⣿⣿', '⣿⣿⣿⡀⢠⣾⣿⠏⠀⠠⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠛⠉⠀⣿⣿⣿⣿', '⣿⣿⣿⣧⠈⢹⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣰⣿⣿⣿⣿', '⣿⣿⣿⣿⡄⠈⠃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣴⣾⣿⣿⣿⣿⣿', '⣿⣿⣿⣿⣧⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿', '⣿⣿⣿⣿⣷⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿', '⣿⣿⣿⣿⣿⣦⣄⣀⣀⣀⣀⠀⠀⠀⠀⠘⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿', '⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⡄⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿', '⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⠀⠀⠀⠙⣿⣿⡟⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿', '⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠇⠀⠁⠀⠀⠹⣿⠃⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿', '⣿⣿⣿⣿⣿⣿⣿⣿⡿⠛⣿⣿⠀⠀⠀⠀⠀⠀⠀⠀⢐⣿⣿⣿⣿⣿⣿⣿⣿⣿', '⣿⣿⣿⣿⠿⠛⠉⠉⠁⠀⢻⣿⡇⠀⠀⠀⠀⠀⠀⢀⠈⣿⣿⡿⠉⠛⠛⠛⠉⠉', '⣿⡿⠋⠁⠀⠀⢀⣀⣠⡴⣸⣿⣇⡄⠀⠀⠀⠀⢀⡿⠄⠙⠛⠀⣀⣠⣤⣤⠄⠀', 'Was not expecting this review to blow up so much,', 'The day i wrote this i had just gotten out of a game of 3 hackers on the enemy team, These guys where spin botting. You can call me ""bad"" ""Terrible"" ""They\'re just better"" But iv been playing since 2013, I know who is legit and who is blatantly cheating.', 'Project A will not kill csgo, Its very different, looks more like overwatch. Im not afraid of csgo dying, but what i am worried about is new players dealing with cheating, Getting annoyed and then cheat themselves. This is why there are so many cheaters. VAC is not a good anti cheat.', 'I do not recommend buying prime unless your willing to deal with 5 days of cheaters, then hopefully having a good trust factor where there are no cheaters.', 'Valve, You should really implement a trust factor XP bar, or something so you can tell if yours is good or not. The current system is broken, You sometimes have cheaters with new accounts, and sometimes 5 year old players who are obviously not cheating. The current system is broken and needs to be fixed.', 'If you still sit here and think this is all ♥♥♥♥♥♥♥♥, ill link a video soon, I bought a new account, and played 1 game, All good no cheaters, Played another one. Spinbotters who crash the server so they dont get Overwatched because it corrupts the demo. I have proof for all of this.', '---------------------------------------------------------------------------------------------------------------', 'Initial Review', 'Counterstrike is and always will be a amazing game.', 'The reason its having its downfalls is due to the 78% of the community uses cheats. VAC is the WORST anti cheat there is out there, This is something a 12 year old could bypass in his computer class at school. You can code walls in less than 1 hour. Theres nothing protecting this game!!!!', 'VALVE project A will DESTROY CSGO if you do not implement another anti cheat. EAC is better than this garbage.', 'Honestly dont waste your money on this game if you have no trust factor or low, Queing with people who have Low Trustfactor is the worst thing you can do. Its all cheaters who HVH in MM.', 'I suggest removing Trust Factor or fix it. I que with someone who gets a 7 day due to kicking players who ♥♥♥♥ around in comp then he has Low Trust Factor, Then we que with hackers.', 'Please for ♥♥♥♥ Sakes valve fix your game. Remove these scums so us LEGIT old players actually have a fun time instead of leaving this game..', 'THIS GAME IS NOT WORTH PURCHASING DO NOT PLAY IF YOU DO NOT ALREADY HAVE GOOD TRUST FACTOR!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!']",121,35
45,7,0,1,1597.4," January 20, 2015",['I really enjoy playing it.'],258,2
479,316,0,0,442," August 29, 2017",['This thing has more slot machines than the whole Las Vegas'],394,13
237,431,0,1,503," March 28, 2016","['I spent 400 bucks for nothing but blues', 'I still cant aim right', 'I almost never played outside of Dust 2', 'I had so many sleepless nights', 'I hate every country and all living beings', 'I havent improved , many mistakes I did', 'I have heard so many screams', ""I've been always AWP'd when going mid"", 'I knifed so many chickens', 'I played in servers with awful ticks', 'I saw women outside of the kitchen', 'Oh wait, its just a pervert dude with girl pics', 'I got fps lows at the worst time', 'Lag when I wanted none', 'Many brazilians who were edgy to the line', 'All my pride is gone', 'And no matter how many rounds I beat', 'How cool I am in the middle of the heat', 'How many matches I win', 'I will never be Global Elite', 'Buy it to your friends, family and children.']",1,72
138,72,22,1,1249.6," November 10, 2020","[""If you have nerves of steel, you will be able to master this game. However, if you tilt easily, you will be eaten by toxicity of other players (mostly Russian) and you will hate this game forever, but you will keep on playing it because it's addictive and eventually you will lose your job and start playing only this game and nothing else and you will need to beg friends to give you a bit of money to pay internet bills only to keep playing and you will end in infinite loop."", 'P.S. This is obviously my own story so try to avoid it.']",1,9
695,1282,0,1,938.4," June 9, 2016","['> you see an enemy', '> you shoot and miss almost every shot', '> enemy turns around', '> one taps you', '> ""Damage given: 99 in 4 hits""', '10/10 best game would uninstall again']",1,2
95,42,4,1,2809," September 4, 2022",['Just point and click.'],185,0
197,26,0,1,1568.7," May 10, 2020",['thats a good game .but have a lot of hackers'],9,0
